date,latitude,longitude,type,description,perpetrator,perpetrator_type,weapon,facilities_destroyed,facilities_damaged,health_workers_killed,health_workers_injured,health_workers_kidnapped,health_workers_arrested,worker_profession,access_obstructed,event_id,year,month,day,date_string
2023-10-09,32.2205316,35.2569374,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,88660,2023,10,9,2023-10-09
2023-10-09,31.4876259,34.4440945219,Health Care,OtherHealthProfessional: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,OtherHealthProfessional,False,69208,2023,10,9,2023-10-09
2023-10-09,31.9501541037,35.1593785381,Health Care,"ProgrammeStaff: 1 injured, 1 arrested; access obstructed",Israeli Defence Forces,Host Government: Military,Fire Arm Blunt Use,0,0,0,1,0,1,ProgrammeStaff,True,88661,2023,10,9,2023-10-09
2023-10-09,32.17333264,35.270498918,Health Care,access obstructed; 1 ambulance(s) damaged,"Israeli Defence Forces, Israeli settlers",Multiple,"Firearms, Stones, Sticks and Gravel",0,0,0,0,0,0,,True,88659,2023,10,9,2023-10-09
2023-10-09,31.507987366,34.431554251,Health Care,1 facility(ies) destroyed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,1,0,0,0,0,0,,False,41007,2023,10,9,2023-10-09
2023-10-10,31.3238491,34.3497101,Health Care,4 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,41104,2023,10,10,2023-10-10
2023-10-10,32.0254688,35.2888075,Health Care,NoInformation: 2 arrested,No Information,No Information,Firearms,0,0,0,0,0,2,NoInformation,False,41075,2023,10,10,2023-10-10
2023-10-10,31.6232013,35.1538688,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,89465,2023,10,10,2023-10-10
2023-10-10,31.4381976,34.4035751,Health Care,Doctor: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Doctor,False,41108,2023,10,10,2023-10-10
2023-10-10,32.5100159579,35.3078762243,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,89466,2023,10,10,2023-10-10
2023-10-10,31.3443293,34.3095897,Health Care,Administrator: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Administrator,False,68316,2023,10,10,2023-10-10
2023-10-10,31.9007401,35.2117585,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,89467,2023,10,10,2023-10-10
2023-10-10,31.6210078,35.1030927,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Student(Tertiary),False,84697,2023,10,10,2023-10-10
2023-10-10,31.5155888726,34.4413554775,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,0,0,0,,False,41112,2023,10,10,2023-10-10
2023-10-10,31.4432234,34.360007,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Student(Tertiary),False,74912,2023,10,10,2023-10-10
2023-10-10,31.5290924248,34.4840203437,Health Care,Doctor: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Doctor,False,40989,2023,10,10,2023-10-10
2023-10-10,32.0254688,35.2888075,Health Care,NoInformation: 2 arrested,No Information,No Information,Firearms,0,0,0,0,0,2,NoInformation,False,41073,2023,10,10,2023-10-10
2023-10-10,31.54977,34.5024697,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,40980,2023,10,10,2023-10-10
2023-10-10,32.0254688,35.2888075,Health Care,NoInformation: 2 arrested,No Information,No Information,Firearms,0,0,0,0,0,2,NoInformation,False,41076,2023,10,10,2023-10-10
2023-10-10,31.5147519814,34.4575907032,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,0,0,0,,False,46691,2023,10,10,2023-10-10
2023-10-10,31.5,34.46667,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,41114,2023,10,10,2023-10-10
2023-10-10,31.4432234,34.360007,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,0,0,0,,False,40984,2023,10,10,2023-10-10
2023-10-10,31.527309135,34.451649769,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,0,0,0,,False,40985,2023,10,10,2023-10-10
2023-10-10,31.3443365,34.3095203,Health Care,3 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,40987,2023,10,10,2023-10-10
2023-10-10,31.4432234,34.360007,Health Care,Dentist: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Dentist,False,41847,2023,10,10,2023-10-10
2023-10-11,31.5,34.46667,Health Care,Paramedic: 2 injured,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Missile,0,0,0,2,0,0,Paramedic,False,41110,2023,10,11,2023-10-11
2023-10-11,31.4532680142,34.4394148843,Health Care,Paramedic: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Paramedic,False,41014,2023,10,11,2023-10-11
2023-10-11,31.4638109922,34.3995666504,Health Care,Military Medic: 1 killed,Unidentified Armed Actor,No Information,Firearms,0,0,1,0,0,0,Military Medic,False,45157,2023,10,11,2023-10-11
2023-10-11,31.8925708502,35.2183479802,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,41099,2023,10,11,2023-10-11
2023-10-11,31.5,34.46667,Health Care,Paramedic: 3 killed; 1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,3,0,0,0,Paramedic,False,41016,2023,10,11,2023-10-11
2023-10-11,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,No Information,Firearms,0,0,0,0,0,0,,True,41677,2023,10,11,2023-10-11
2023-10-11,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,No Information,Firearms,0,0,0,0,0,0,,True,41678,2023,10,11,2023-10-11
2023-10-11,31.4183455,34.3502476,Health Care,Administrator: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Administrator,False,68318,2023,10,11,2023-10-11
2023-10-11,31.4432234,34.360007,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Nurse,False,69400,2023,10,11,2023-10-11
2023-10-11,31.5128679,34.4581358,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Nurse,False,69268,2023,10,11,2023-10-11
2023-10-11,32.2205316,35.2569374,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,88483,2023,10,11,2023-10-11
2023-10-11,31.4876259,34.4440945219,Health Care,Doctor: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Doctor,False,61103,2023,10,11,2023-10-11
2023-10-11,31.4432234,34.360007,Health Care,Technician: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Technician,False,69247,2023,10,11,2023-10-11
2023-10-11,31.5338797038,34.506565336,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,0,0,0,,False,46692,2023,10,11,2023-10-11
2023-10-12,31.6210078,35.1030927,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,89470,2023,10,12,2023-10-12
2023-10-12,31.528902,35.0944873,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,89473,2023,10,12,2023-10-12
2023-10-12,31.4183455,34.3502476,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Nurse,False,69301,2023,10,12,2023-10-12
2023-10-12,31.5128679,34.4581358,Health Care,Midwife: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Midwife,False,84720,2023,10,12,2023-10-12
2023-10-12,32.2007818093,35.0354648278,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,89478,2023,10,12,2023-10-12
2023-10-12,32.1881333,34.9679208,Health Care,ProgrammeStaff: 1 injured; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,1,0,0,ProgrammeStaff,True,89475,2023,10,12,2023-10-12
2023-10-12,31.4482157917,34.393408289,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Nurse,False,73235,2023,10,12,2023-10-12
2023-10-12,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,No Information,Firearms,0,0,0,0,0,0,,True,41672,2023,10,12,2023-10-12
2023-10-12,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,No Information,Firearms,0,0,0,0,0,0,,True,41675,2023,10,12,2023-10-12
2023-10-12,32.0254688,35.2888075,Health Care,NoInformation: 2 arrested,No Information,No Information,Firearms,0,0,0,0,0,2,NoInformation,False,41284,2023,10,12,2023-10-12
2023-10-12,31.5166666667,34.45,Health Care,Health facility incident,Unspecified Hacking Group,Criminal,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,41849,2023,10,12,2023-10-12
2023-10-12,31.5,34.46667,Health Care,Doctor: 3 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Missile,0,0,3,0,0,0,Doctor,False,41096,2023,10,12,2023-10-12
2023-10-12,31.5128679,34.4581358,Health Care,Dentist: 2 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,2,0,0,0,Dentist,False,41188,2023,10,12,2023-10-12
2023-10-12,32.4601429368,35.2877427919,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,41097,2023,10,12,2023-10-12
2023-10-12,31.5,34.46667,Health Care,"Doctor, Other: 2 killed",Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,2,0,0,0,"Doctor, Other",False,41098,2023,10,12,2023-10-12
2023-10-12,32.0853970745,35.3301107766,Health Care,Health facility incident,Israeli settlers,Civilian,Firearms,0,0,0,0,0,0,,False,41247,2023,10,12,2023-10-12
2023-10-12,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,No Information,Firearms,0,0,0,0,0,0,,True,41673,2023,10,12,2023-10-12
2023-10-13,31.5007295092,34.4654091006,Health Care,Doctor: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Doctor,False,41079,2023,10,13,2023-10-13
2023-10-13,32.0254688,35.2888075,Health Care,NoInformation: 2 arrested,No Information,No Information,Firearms,0,0,0,0,0,2,NoInformation,False,41285,2023,10,13,2023-10-13
2023-10-13,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,No Information,Firearms,0,0,0,0,0,0,,True,41671,2023,10,13,2023-10-13
2023-10-13,31.5338797038,34.506565336,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,41094,2023,10,13,2023-10-13
2023-10-13,31.5,34.46667,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,41056,2023,10,13,2023-10-13
2023-10-13,31.514929097,34.4803443182,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,0,0,0,,False,41095,2023,10,13,2023-10-13
2023-10-13,32.0254688,35.2888075,Health Care,NoInformation: 2 arrested,No Information,No Information,Firearms,0,0,0,0,0,2,NoInformation,False,41286,2023,10,13,2023-10-13
2023-10-13,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,No Information,Firearms,0,0,0,0,0,0,,True,41670,2023,10,13,2023-10-13
2023-10-13,31.5128679,34.4581358,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Student(Tertiary),False,44377,2023,10,13,2023-10-13
2023-10-13,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,No Information,Firearms,0,0,0,0,0,0,,True,41669,2023,10,13,2023-10-13
2023-10-13,31.5356020826,34.4470303046,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Nurse,False,73295,2023,10,13,2023-10-13
2023-10-13,32.0851611,35.1815442,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,89479,2023,10,13,2023-10-13
2023-10-13,31.4427238495,34.3679766298,Health Care,Pharmacist: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Pharmacist,False,75288,2023,10,13,2023-10-13
2023-10-13,31.2830204,34.2805069396,Health Care,Doctor: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Doctor,False,84666,2023,10,13,2023-10-13
2023-10-13,31.4876259,34.4440945219,Health Care,Administrator: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Administrator,False,68317,2023,10,13,2023-10-13
2023-10-13,32.3111468,35.0275505,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,False,89492,2023,10,13,2023-10-13
2023-10-13,31.5282137,34.4831674,Health Care,Administrator: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Administrator,False,68509,2023,10,13,2023-10-13
2023-10-13,32.1905769022,35.3262067873,Health Care,ProgrammeStaff: 1 arrested; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,ProgrammeStaff,True,89488,2023,10,13,2023-10-13
2023-10-13,32.1521357,35.2571332,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,89483,2023,10,13,2023-10-13
2023-10-13,32.2074634059,35.300831809,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,89481,2023,10,13,2023-10-13
2023-10-13,32.3111468,35.0275505,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,False,89491,2023,10,13,2023-10-13
2023-10-14,31.5057881419,34.4304817915,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,41071,2023,10,14,2023-10-14
2023-10-14,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,No Information,Firearms,0,0,0,0,0,0,,True,41668,2023,10,14,2023-10-14
2023-10-14,31.2966677559,34.2434781533,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,0,0,0,,False,41067,2023,10,14,2023-10-14
2023-10-14,31.5057881419,34.4304817915,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,0,0,0,,False,41063,2023,10,14,2023-10-14
2023-10-14,31.5124882217,34.4377558829,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,True,41199,2023,10,14,2023-10-14
2023-10-14,31.4794493865,34.4117117284,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,41203,2023,10,14,2023-10-14
2023-10-14,31.5326402242,34.459701715,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,41204,2023,10,14,2023-10-14
2023-10-14,31.5330246873,34.4587254595,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,41205,2023,10,14,2023-10-14
2023-10-14,31.4879035,34.4445419,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Nurse,False,73360,2023,10,14,2023-10-14
2023-10-14,32.1733842,35.2704229,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,89494,2023,10,14,2023-10-14
2023-10-14,31.528902,35.0944873,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,89497,2023,10,14,2023-10-14
2023-10-14,31.4203604,34.3721461689,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Nurse,False,73294,2023,10,14,2023-10-14
2023-10-14,31.5290924248,34.4840203437,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Nurse,False,69367,2023,10,14,2023-10-14
2023-10-14,31.4798062299,34.4422566786,Health Care,"Paramedic: 1 killed, 1 injured",Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,1,0,0,Paramedic,False,61110,2023,10,14,2023-10-14
2023-10-14,31.4432234,34.360007,Health Care,Physiotherapist: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Physiotherapist,False,69103,2023,10,14,2023-10-14
2023-10-14,31.5128679,34.4581358,Health Care,Pharmacist: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Pharmacist,False,75538,2023,10,14,2023-10-14
2023-10-14,31.4482157917,34.393408289,Health Care,Dentist: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Dentist,False,76627,2023,10,14,2023-10-14
2023-10-14,31.5068080797,34.4394027962,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,0,0,0,,False,41074,2023,10,14,2023-10-14
2023-10-14,31.2830204,34.2805069396,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Nurse,False,75076,2023,10,14,2023-10-14
2023-10-14,31.5011411577,34.4781017303,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Nurse,False,72700,2023,10,14,2023-10-14
2023-10-14,31.5038940682,34.4614505791,Health Care,1 facility(ies) damaged; NoInformation: 4 injured,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,4,0,0,NoInformation,False,41101,2023,10,14,2023-10-14
2023-10-14,31.5,34.46667,Health Care,Surgeon: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Surgeon,False,41103,2023,10,14,2023-10-14
2023-10-14,31.5338797038,34.506565336,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,41102,2023,10,14,2023-10-14
2023-10-14,31.5336277465,34.4596266904,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,41207,2023,10,14,2023-10-14
2023-10-14,31.5176924866,34.460088032,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,41208,2023,10,14,2023-10-14
